particle,theta_deg
1662,0.03993978
1663,0.14985176
1664,0.02871945
1665,0.03134791
1666,0.02750967
1667,0.04221808
1668,0.03387482
1669,0.07396576
1670,0.17763655
1671,0.04028901
1672,0.06970858
1673,0.03341456
1674,0.08843849
1675,0.07520081
1676,0.04217358
1677,0.02996303
1678,0.04756628
1679,0.04477266
1680,0.22609572
1681,0.03562856
1682,0.02684757
1683,0.04639928
1684,0.03172244
1685,0.03555268
1686,0.02792075
1687,0.03788919
1688,0.02694591
1689,0.02640351
1690,0.03258845
1691,0.02629150
1692,0.04366957
1693,0.02863494
1694,0.03649955
1695,0.08706725
1696,0.13164773
1697,0.04534215
1698,0.03454422
1699,0.03937454
1700,0.02795880
1701,0.05794643
1702,0.03135274
1703,0.06921429
1704,0.03022524
1705,0.02851448
1706,0.03639359
1707,0.03203984
1708,0.02935937
1709,0.02933767
1710,0.03719564
1711,0.03357651
1712,0.06420948
1713,0.03722701
1714,0.05070484
1715,0.02963157
1716,0.02628260
1717,0.03737441
1718,0.03292943
1719,0.03287212
1720,0.02706585
1721,0.02967428
1722,0.02861439
1723,0.03553272
1724,0.02870112
1725,0.05711932
1726,0.03477385
1727,0.02646225
1728,0.02921012
1729,0.04797210
1730,0.02719460
1731,0.02755814
1732,0.03665794
1733,0.03076526
1734,0.02930131
1735,0.29008670
1736,0.05362008
1737,0.03074840
1738,0.09405741
1739,0.04636650
1740,0.03311374
1741,0.04175316
1742,0.02881486
1743,0.03609638
1744,0.03495692
1745,0.02647336
1746,0.02864027
1747,0.03174240
1748,0.04748809
1749,0.06216033
1750,0.08036573
1751,0.03515201
1752,0.02950211
1753,0.03654255
1754,0.04390461
1755,0.04592961
1756,0.02816178
1757,0.03070671
1758,0.04497532
1759,0.02936100
1760,0.02709563
1761,0.03267745
1762,0.03260836
1763,0.03427138
1764,0.09519182
1765,0.05422276
1766,0.02644732
1767,0.04085843
1768,0.03787738
1769,0.04661548
1770,0.02742116
1771,0.04119976
1772,0.06863431
1773,0.02611822
1774,0.03514508
1775,0.03106592
1776,0.03643525
1777,0.03726655
1778,0.04743818
1779,0.03558385
1780,0.02922059
1781,0.02758177
1782,0.11067013
1783,0.08602096
1784,0.04509918
1785,0.03254706
1786,0.06851980
1787,0.02896803
1788,0.02639188
1789,0.07188038
1790,0.03079135
1791,0.02622520
1792,0.02765982
1793,0.03165435
1794,0.03057652
1795,0.09359140
1796,0.02892481
1797,0.02613507
1798,0.03018955
1799,0.02714551
1800,0.03365971
1801,0.05702304
1802,0.02616818
1803,0.03354944
1804,0.02939229
1805,0.04225068
1806,0.05226112
1807,0.07280871
1808,0.02673121
1809,0.04635171
1810,0.03735407
1811,0.03060206
1812,0.05089423
1813,0.06651587
1814,0.03111139
1815,0.03252233
1816,0.04978663
1817,0.03886655
1818,0.05462580
1819,0.03659312
1820,0.03547758
1821,0.17535675
1822,0.02817846
1823,0.02913463
1824,0.27389500
1825,0.02956157
1826,0.05128898
1827,0.03111281
1828,0.03544514
1829,0.03312127
1830,0.07747384
1831,0.06305024
1832,0.02881784
1833,0.03770604
1834,0.02888629
1835,0.03727146
1836,0.03524681
1837,0.08314333
1838,0.02908358
1839,0.04347377
1840,0.02937706
1841,0.12383932
1842,0.04300129
1843,0.03366272
1844,0.05708118
1845,0.02754364
1846,0.05959116
1847,0.02702106
1848,0.08432186
1849,0.03611641
1850,0.02701317
1851,0.04920634
1852,0.02696876
1853,0.05534161
1854,0.02981355
1855,0.03150838
1856,0.03876456
1857,0.02988693
1858,0.02748513
1859,0.02660162
1860,0.05426464
1861,0.02849424
1862,0.03582176
1863,0.03071426
1864,0.03071919
1865,0.03100627
1866,0.13584053
1867,0.06440815
1868,0.02969344
1869,0.05740899
1870,0.03036481
1871,0.03159313
1872,0.03449843
1873,0.04473874
1874,0.04507048
1875,0.03411995
1876,0.02811775
1877,0.03129798
1878,0.02930919
1879,0.02738586
1880,0.03242731
1881,0.02709663
1882,0.04605686
1883,0.02751111
1884,0.02674922
1885,0.02665538
1886,0.03419974
1887,0.04065053
1888,0.05607118
1889,0.04028664
1890,0.03525704
1891,0.02644893
1892,0.06646488
1893,0.03036062
1894,0.03046395
1895,0.02609629
1896,0.05041459
1897,0.02981508
1898,0.03500087
1899,0.03917303
1900,0.03768680
1901,0.02836719
1902,0.02685454
1903,0.04890134
1904,0.07809373
1905,0.02849268
1906,0.02739041
1907,0.02938715
1908,0.16360863
1909,0.07931569
1910,0.02895579
1911,0.03097688
1912,0.02902810
1913,0.02713784
1914,0.04601831
1915,0.04385322
1916,0.03922832
1917,0.02789502
1918,0.03914591
1919,0.02708685
1920,0.03658331
1921,0.03921732
1922,0.03600641
1923,0.03367978
1924,0.03508732
1925,0.02909655
1926,0.02829548
1927,0.04849682
1928,0.12679601
1929,0.91371962
1930,0.09965960
1931,0.16614925
1932,0.08792165
1933,0.03683482
1934,0.02940135
1935,0.03380628
1936,0.03305463
1937,0.02889307
1938,0.03621620
1939,0.02983432
1940,0.09869804
1941,0.02981904
1942,0.02859909
1943,0.03865874
1944,0.03711136
1945,0.17940120
1946,0.08016717
1947,0.04834461
1948,0.03080794
1949,0.02718956
1950,0.02971849
1951,0.06342761
1952,0.06111242
1953,0.03164143
1954,0.04730750
1955,0.03726491
1956,0.03018476
1957,0.05031840
1958,0.02767185
1959,0.02838008
1960,0.02994446
1961,0.03747234
1962,0.02942038
1963,0.02998121
1964,0.04213643
1965,0.04314966
1966,0.03136711
1967,0.08047245
1968,0.05657074
1969,0.03765855
1970,0.03093328
1971,0.03537979
1972,0.03656038
1973,0.02909089
1974,0.13418367
1975,0.03711636
1976,0.03748076
1977,0.03568712
1978,0.04848799
1979,0.03080799
1980,0.02865144
1981,0.02614988
1982,0.05428115
1983,0.02885994
1984,0.02863368
1985,0.06014566
1986,0.04887064
1987,0.03145187
1988,0.03409727
1989,0.03485139
1990,0.03297468
1991,0.05968923
1992,0.07130932
1993,0.03818771
1994,0.03851852
1995,0.04043738
1996,0.04254038
1997,0.02788932
1998,0.03749902
1999,0.03333402
2000,0.03055321
2001,0.02934708
2002,0.07383026
2003,0.02885176
2004,0.02677386
2005,0.07014911
2006,0.05023031
2007,0.03035289
2008,0.02836425
2009,0.02758646
2010,0.02777866
2011,0.06057512
2012,0.05428238
2013,0.02688261
2014,0.14610032
2015,0.11056410
2016,0.02865410
2017,0.02691769
2018,0.05489809
2019,0.02734620
2020,0.04156234
2021,0.02844950
2022,0.04538125
2023,0.03204493
2024,0.03714144
2025,0.03310555
2026,0.05635051
2027,0.03118503
2028,0.04384274
2029,0.03491780
2030,0.02812346
2031,0.03615632
2032,0.03682837
2033,0.04416005
2034,0.04355233
2035,0.16930446
2036,0.04615173
2037,0.03084402
2038,0.05252387
2039,0.03680972
2040,0.04805833
2041,0.03380247
2042,0.02747967
2043,0.03126245
2044,0.02883099
2045,0.06177783
2046,0.02987374
2047,0.03146557
2048,0.02704980
2049,0.03039330
2050,0.07251112
2051,0.03949604
2052,0.02667558
2053,0.03734347
2054,0.03191288
2055,0.11247864
2056,0.07818018
2057,0.05752221
2058,0.07156685
2059,0.16373861
2060,0.03516320
2061,0.02823079
2062,0.02613566
2063,0.04472726
2064,0.06471855
2065,0.05073822
2066,0.02653800
2067,0.03010572
2068,0.06107710
2069,0.04563058
2070,0.02828447
2071,0.04960638
2072,0.03659625
2073,0.04781134
2074,0.05443596
2075,0.02757917
2076,0.05585823
2077,0.03115680
2078,0.05599403
2079,0.02729980
2080,0.03624892
2081,0.03329142
2082,0.03842750
2083,0.03617197
2084,0.03823088
2085,0.24107724
2086,0.03867810
2087,0.02902269
2088,0.02856929
2089,0.03315914
2090,0.05466824
2091,0.03235631
2092,0.02966579
2093,0.05179023
2094,0.03293844
2095,0.07004221
2096,0.07166487
2097,0.03218056
2098,0.04157571
2099,0.02727770
2100,0.03479755
2101,0.03229721
2102,0.15427598
2103,0.08322066
2104,0.09201871
2105,0.03061208
2106,0.03191751
2107,0.02906311
2108,0.04248435
2109,0.03591211
2110,0.03509210
2111,0.03902161
2112,0.02753297
2113,0.04247468
2114,0.03378302
2115,0.02763438
2116,0.03599902
2117,0.07425195
2118,0.02921220
2119,0.04642069
2120,0.03691585
2121,0.10451571
2122,0.03716542
2123,0.03817247
2124,0.02977726
2125,0.04831736
2126,0.03206153
2127,0.07375749
2128,0.03424326
2129,0.02655229
2130,0.03347829
2131,0.04478567
2132,0.02844448
2133,0.02802592
2134,0.03289106
2135,0.03076108
2136,0.02970388
2137,0.06644740
2138,0.23985989
2139,0.03516853
2140,0.04271532
2141,0.05558409
2142,0.04591394
2143,0.03273113
2144,0.03878017
2145,0.02984298
2146,0.06492593
2147,0.02784334
2148,0.04391744
2149,0.02792479
2150,0.07959473
2151,0.03038727
2152,0.02724473
2153,0.03014782
2154,0.04561516
2155,0.04746119
2156,0.02607609
2157,0.10390846
2158,0.02798841
2159,0.08015703
2160,0.05077881
2161,0.02620756
2162,0.04044716
2163,0.05019835
2164,0.03868696
2165,0.04476501
2166,0.03243149
2167,0.06404309
2168,0.09962071
2169,0.05544258
2170,0.06303879
2171,0.07430990
2172,0.07100817
2173,0.02753152
2174,0.04279764
2175,0.07310150
2176,0.03580172
2177,0.03153141
2178,0.04778994
2179,0.04231752
2180,0.11149203
2181,0.17661753
2182,0.02935286
2183,0.03476076
2184,0.14018420
2185,0.02621957
2186,0.06794139
2187,0.03125868
2188,0.06542820
2189,0.04474420
2190,0.03093462
2191,0.03303833
2192,0.03042456
2193,0.04708243
2194,0.03482598
2195,0.07210735
2196,2.30470964
2197,0.04462628
2198,0.02610073
2199,0.04702728
2200,0.05287897
2201,0.02959463
2202,0.07020961
2203,0.02782927
2204,0.02953220
2205,0.03338346
2206,0.13226374
2207,0.02914266
2208,0.03845382
2209,0.02878733
2210,0.03308122
2211,0.03586132
2212,0.04675531
2213,0.03192167
2214,0.05597169
2215,0.03245072
2216,0.08437063
2217,0.08707858
2218,0.08679981
2219,0.02930434
2220,0.04426643
2221,0.04268434
2222,0.02920239
2223,0.02775871
2224,0.04878135
2225,0.04719797
2226,0.12417965
2227,0.02613086
2228,0.04115146
2229,0.02647273
2230,0.03244329
2231,0.03614605
2232,0.02997052
2233,0.04321069
2234,0.03471586
2235,0.03067218
2236,0.03873034
2237,0.04418585
2238,0.04473389
2239,0.03854840
2240,0.03814944
2241,0.12437923
2242,0.15009170
2243,0.04511088
2244,0.07658120
2245,0.05328954
2246,0.05724377
2247,0.03704902
2248,0.03125397
2249,0.03443182
2250,0.04176187
2251,0.02851514
2252,0.11370990
2253,0.05969126
2254,0.06262535
2255,0.13119089
2256,0.04097218
2257,0.02981799
2258,0.02947231
2259,0.11731466
2260,0.03280838
2261,0.03003156
2262,0.05679101
2263,0.03125900
2264,0.03516235
2265,0.04017296
2266,0.03943777
2267,0.04062059
2268,0.04037591
2269,0.05568517
2270,0.04352922
2271,0.02895380
2272,0.03725206
2273,0.02646364
2274,0.07261243
2275,0.02642480
2276,0.07728214
2277,0.05305355
2278,0.02881181
2279,0.02950026
2280,0.04061070
2281,0.04179527
2282,0.03223969
2283,0.04674817
2284,0.07481803
2285,0.08588061
2286,0.03595203
2287,0.03911410
2288,0.04778684
2289,0.02746618
2290,0.05819715
2291,0.02790832
2292,0.03077350
2293,0.02967217
2294,0.04962992
2295,0.04334014
2296,0.02914761
2297,0.04874072
2298,0.02651304
2299,0.03284745
2300,0.02979054
2301,0.03130458
2302,0.03281291
2303,0.05299148
2304,0.02821209
2305,0.03460961
2306,0.04728304
2307,0.03975817
2308,0.06938217
2309,0.04123385
2310,0.02705293
2311,0.09178712
2312,0.03560486
2313,0.02802798
2314,0.02636470
2315,0.05634894
2316,0.09320452
2317,0.04626660
2318,0.03188415
2319,0.04786030
2320,0.04826463
2321,0.02785746
2322,0.03794419
2323,0.03429447
2324,0.07722695
2325,0.03380976
2326,0.03311494
2327,0.03067562
2328,0.02926098
2329,0.04315900
2330,0.04836526
2331,0.02961115
2332,0.03942147
2333,0.02883822
2334,0.03163243
2335,0.06453186
2336,0.04206425
2337,0.03253334
2338,0.04724210
2339,0.03815678
2340,0.04267599
2341,0.03393689
2342,0.06665312
2343,0.03193771
2344,0.03621684
2345,0.05155400
2346,0.04114467
2347,0.05067897
2348,0.06452274
2349,0.04862305
2350,0.02774493
2351,0.03370271
2352,0.07255048
2353,0.04784439
2354,0.03147552
2355,0.04038272
2356,0.03677102
2357,0.03054391
2358,0.03356295
2359,0.03612232
2360,0.04035972
2361,0.09757996
2362,0.11232546
2363,0.09570087
2364,0.06896977
2365,0.02897930
2366,0.04738382
2367,0.03698209
2368,0.03082599
2369,0.03546145
2370,0.03479260
2371,0.03594609
2372,0.02635989
2373,0.03812810
2374,0.04111682
2375,0.02884103
2376,0.02835193
2377,0.02650432
2378,0.03984996
2379,0.02746296
2380,0.02893413
2381,0.20488089
2382,0.04416552
2383,0.02618991
2384,0.03859089
2385,0.05623651
2386,0.03543257
2387,0.03425843
2388,0.03314529
2389,0.11509718
2390,0.02843777
2391,0.04440812
2392,0.02920467
2393,0.03989859
2394,0.02946359
2395,0.09650495
2396,0.04984552
2397,0.02755878
2398,0.05459372
2399,0.04180585
2400,0.02864172
2401,0.12360451
2402,0.08531389
2403,0.06803969
2404,0.09181042
2405,0.02918873
2406,0.05622479
2407,0.03707973
2408,0.12312193
2409,0.02928591
2410,0.03068244
2411,0.04927268
2412,0.03604283
2413,0.05402988
2414,0.03859232
2415,0.03951478
2416,0.03423497
2417,0.03457158
2418,0.05200293
2419,0.09189857
2420,0.03059255
2421,0.02821580
2422,0.02993511
2423,0.03477383
2424,0.08556749
2425,0.04228243
2426,0.06029758
2427,0.04843769
2428,0.05723185
2429,0.03001874
2430,0.02634399
2431,0.04960904
2432,0.02758893
2433,0.03672547
2434,0.02829751
2435,0.04479990
2436,0.05504244
2437,0.03416716
2438,0.02651014
2439,0.02942529
2440,0.02620157
2441,0.04275094
2442,0.23128844
2443,0.02663963
2444,0.18450028
2445,0.06295240
2446,0.06231172
2447,0.02690129
2448,0.03110929
2449,0.08627231
2450,0.02895049
2451,0.03002703
2452,0.02867970
2453,0.03923961
2454,0.03358426
2455,0.05158990
2456,0.03690060
2457,0.05070264
2458,0.04233476
2459,0.04673941
2460,0.03226678
2461,0.02905149
2462,0.02683095
2463,0.03213830
2464,0.04541274
2465,0.03367781
2466,0.02789738
2467,0.06994398
2468,0.04194261
2469,0.06771600
2470,0.03070700
2471,0.17216599
2472,0.03773445
2473,0.03837249
2474,0.03191689
2475,0.03315252
2476,0.02884548
2477,0.02994207
2478,0.05581828
2479,0.03342682
2480,0.04426066
2481,0.03921193
2482,0.10582556
2483,0.02918910
2484,0.03680151
2485,0.07219169
2486,0.04449460
2487,0.02863478
2488,0.06763093
2489,0.02699235
2490,0.03832823
2491,0.04197418
2492,0.10132455
2493,0.09831444
2494,0.03012217
2495,0.04971347
2496,0.02745293
2497,0.03663125
2498,0.03843534
2499,0.03759196
